0.07142857,1,0,0,0.6666667,0,0,0,0.02941176,0,0.9714286,0.7777778,0.6666667,0,1
0.07142857,1,0,0,0.6666667,0,0,0,0.02941176,0,0.9714286,0.7777778,0.6666667,0,1
0.07142857,1,0,0,0.6666667,0,0,0,0.02941176,0,0.9714286,0.7777778,0.6666667,0,0
0.07142857,1,0,0,0.6666667,0,0.04545455,0,0.02941176,0.7777778,0.9714286,0.7777778,0.6666667,0,0.05128205
0.07142857,1,0,0,0.6666667,0,0,0,0.02941176,0.7777778,0.9714286,0.7777778,0.6666667,0,0
0.07142857,1,0,0,0.5806452,0.03703704,0.7142857,0,0.02941176,0.5030303,0.9714286,0.7777778,0.1470588,0,0
0.2567568,1,0,0.6666667,0.5806452,0,0.5,0,0.02941176,0,1,0,0.9384615,0,0.4166667
0.127907,1,0,0.1470588,0.4505495,0.07142857,0.6086957,0,0.35,0.8172589,0.9090909,0.2272727,0.8846154,0.06666667,0.3505155
0,0.984375,0,0.5714286,0.7142857,0,0.3333333,0.1851852,0,0.9459459,0.7843137,0,0.9305556,0,0.5434783
0,0,0,0.2444444,0.2716049,0.01538462,0.8939394,0,0,0.9915612,0.8928571,0.9375,0,0,0.8181818
0.1658537,0,0,0.2444444,1,0.01538462,0.8470588,0,0.7241379,0.1466667,0.9310345,0.1710526,0.9333333,0.04098361,0.6451613
0.08,0,0,0,0.2777778,0,0.04761905,0,1,0,0.1481481,0.1710526,0.5,0.04081633,0
0.06024096,0.8214286,0,0.03703704,0.1975309,1,0.8947368,0,0.7894737,0.9925926,0.8918919,0,0.3111111,0.1358025,0.175
0.1186441,0.8214286,0,0.07142857,0.1975309,0.05,0.8947368,0.1111111,1,0.8734177,0.9411765,0.1641791,0.9333333,0,0.46
0.6666667,0.6666667,0,0.2,0.04166667,0,0.6,0,0,0.3092784,0.8823529,0.4,0.09638554,0,0.1761364
0.6666667,0.6428571,0.8235294,0.3928571,0.7105263,0.2542373,0.8571429,0,0.3392857,0.975,0.4857143,0,0.7051282,0.1666667,0.7916667
0.5517241,0.5555556,0,0.1818182,0.5148515,0.2432432,0.1794872,0,0.8571429,0.9895288,0.7894737,0.0952381,0.3103448,0,0.4473684
0.3942308,1,0,0.8214286,0.5686275,0.01886792,0.8247423,0,0.6666667,0.9146341,0.9302326,0.3225806,0.3913043,0.2028986,0.07746479
0.3942308,1,0,0.8214286,0.5686275,0.01886792,0.1,0,0.6666667,0,0.9302326,0.3225806,0.2857143,0.2028986,0.8994975
0,1,0,0.8214286,0.5686275,0.01886792,0.6153846,0,0.5833333,0,0.4761905,0.1818182,0.1336898,1,0.199005
0.4716981,1,0,0,0.3846154,0,0.04878049,0,0.04166667,0.04615385,0.8666667,0,0.36,0,0
0,1,0,0.2972973,0.5357143,0,0.9583333,0,0.08888889,0.6768559,0.9583333,0,0.01818182,0.4444444,0
0.1130435,1,0,0.0862069,0.8666667,0.09677419,0.9008264,0.06666667,0.2105263,0.5,0.8863636,0.08860759,0.3636364,0.2258065,0.2845528
0,0.2820513,0,0,0.3829787,0,0.1904762,0,0,0.03468208,0.4,0,0.1415094,0,0.2692308
0.4814815,0.52,0.2307692,0.25,0.4285714,0,0.05,0,0,0.9130435,0.5660377,0,0.08333333,0.3125,0
0.1111111,0.52,0.2307692,0.4545455,0.9444444,0.09375,0,0,0.9166667,0.9947917,1,0,0.08333333,0,0.08108108
0.2077922,0,0.4615385,0.4545455,0.9444444,0.09375,0.3404255,0,0,0.7307692,0.8823529,0,0.9,0,0.4736842
0.1052632,0.9375,0.4615385,0.4545455,0.9444444,0.09375,0,0,0,0,0.9833333,0.8292683,0.9642857,0.1818182,0.4736842
0.8421053,0.7692308,0.4615385,0.3870968,0.4626866,0,0,0,0.3870968,0.9878049,0.9787234,0.9310345,0.7692308,0.25,0.2068966
0.2786885,0.7692308,0,0.02222222,0.3239437,0,0.9452055,0,0.3170732,0.2678571,0.4117647,0.1153846,0.1219512,0.02409639,0.1260504
0.7777778,0.7692308,0,0.2439024,0.5348837,0,0,0.01449275,0.325,0.7142857,0.7,0.4285714,0.4102564,0,0.04591837
0.1216216,1,0,0.05555556,0.2040816,0,0.2272727,0,0.05555556,0,0.4571429,0.06,0.109375,0.05660377,0.7727273
0.1216216,1,0,0.05555556,0.2040816,0,0.2272727,0,0.05555556,0,0.4571429,0.06,0,0.05660377,0.1111111
0.1216216,1,0,0.05555556,0.2040816,0,0.2272727,0,0.05555556,0,0.4571429,0.06,0.9781022,0.05660377,0
0.1216216,1,0,0.05555556,0.2040816,0,0.2272727,1,0.05555556,0,0.4571429,0.06,0.9781022,0.05660377,0
0.1216216,1,0,0.05555556,0.2040816,0,0,1,0.5,0,1,0.06,0.9781022,0,0
0.2181818,1,0,0.06521739,0.2804878,0,0.7222222,0,0.5,1,0.9047619,0.2105263,0,0,0.2222222
0.2162162,0,0,0.3030303,1,0.0952381,0.04255319,0,0.1724138,0.9849624,1,0,1,0,0.6140351
0.2162162,0,0,0,0.9583333,0,0.04255319,0,0.8387097,0.5136986,0.7,1,1,0,0.04218362
0.2162162,0,0,0.5897436,1,0.1111111,0,0,0.1666667,0.02380952,0.7272727,1,0.03125,0.05405405,0.08791209
0.2162162,0,0,0.5897436,1,0.1111111,0,0,0.1666667,0,0.7272727,1,0.2941176,0.05405405,0.92
1,0,0,0.2,1,0,0,0,0.3428571,0.95,0.36,0.44,0.2941176,0.5,0.92
0.4333333,1,0.244898,0.3043478,0.4793388,0.9861111,0.1685393,0.1578947,0.2608696,0.3714286,1,0,0.2586207,0.06666667,0.3333333
0.4333333,1,0.244898,0.3571429,0.4,0,0.1685393,0,0.2608696,0.3714286,1,0,0.2586207,0.06666667,0.3333333
0.2903226,1,0.244898,0.3571429,0.4,0,0,0,0.2608696,0.3714286,1,0.7692308,0.2586207,0.06666667,1
0.2903226,1,0.244898,0.3571429,0,0.2380952,0,0,0.2608696,0.3181818,1,0.7692308,0.025,0.06666667,0
0,0.05555556,0,0,0,1,0.4814815,0,0.7368421,0.01538462,0.9705882,0.25,0.9781022,0,0.902439
0,0.05555556,0,0,0,1,0.4814815,0,0.7368421,0.7,0.9705882,0,0.9781022,0,0.902439
0,0.05555556,0,0,0,1,1,0,0.7368421,0,0.9705882,0,0,0,0.902439
0,0.05555556,0,0,0,0.1724138,0.2857143,0,0.7368421,0,0.9705882,0,0,0,0.25
0,0.7894737,0,0,0,0.1724138,0,0,0.7368421,0,0.9705882,0,0,0,0
0.5454545,0.7894737,0,0,0.3902439,0.8181818,1,0,0.1304348,0.9367089,0.9041096,0.1960784,0.04255319,0.9230769,0
0.7674419,1,0,0.3255814,0.952381,0.6153846,0.55,0,0.1304348,1,0.9041096,0,0,0.9230769,0.09090909
0.6086957,0.4117647,0,0.05405405,0.2978723,0,0,0,0.7931034,0.8222222,0.475,0.4736842,0,0.1304348,0.09090909
0,0.4117647,0,0.05405405,0.3518519,0.3544304,0.5308642,0,0.2272727,0.3076923,0.9866667,0,0.06976744,0.04347826,0
0.2142857,0.4117647,0,0.05405405,0.3518519,0.98,0.3913043,0,0,0,1,0,0.09210526,0,0.1578947
0.15,0.3636364,0,0.9677419,0.3518519,0,0.5454545,0,0.03225806,0.03571429,0.6714286,1,0.3913043,0.7058824,0.1052632
0.1481481,0.3636364,0,0.9677419,0.3518519,0,0.5454545,0,0.03225806,0.03571429,0.6714286,1,0.3913043,0.7058824,0
