7,0,0,1.875,2.222222,3,0,1.2,1.058824,0,0,1,0,7,0
7,0,0,1.875,2.222222,3,0,1.2,1.058824,0,0,1,0,7,0
7,0,0,1.875,2.222222,3,0,1.2,1.058824,0,0,1,0,7,0
7,0,0,1.875,2.222222,3,0,1.2,1.058824,0.8888889,0,1,0,7,0.6666667
7,0,0,1.875,2.222222,3,0,1.2,1.058824,0.8888889,0,1,0,7,0
7,0,0.2,5.090909,0,0.2592593,3.714286,2.5,1.058824,0,0,1,0.4117647,7,4.772727
0,0,0,6.611111,0,6.960784,0,0.09090909,1.058824,0.1666667,0,1,0,7,0
0.2325581,0,0,1.029412,0,0.2714286,0.2608696,0,2.9,0,0,0,0,0.44,0
4.92,0,0,0,0.5,0.05882353,3.5,0,4.903226,0.07567568,0.6862745,4.375,0.2916667,5.666667,1.673913
0.3870968,0,0,6.066667,6.135802,4.138462,0.07575758,0,0,0,0,0,0.5138889,0,0
0.1804878,0,0,6.066667,1.6875,4.138462,0,0,0.06896552,0,0,0,0,0.1229508,0.3870968
0.48,0,0,7,6.486111,6.181818,0,0,4.736842,7,0,0,0,6.571429,0
5.566265,0,0.1,0.7407407,0,0,0,0,0.5263158,0,0,0,2.333333,0.1111111,6.575
0,0,0.1,2.142857,0,0,0,0,0,0,0,0,0,0,0
0,0.6666667,0.1,4.644444,0.375,2.708333,0,0.6666667,2.916667,0,0,0,0,1.222222,0
0,0,0,2.267857,1.184211,2.440678,0,0,1.535714,0,0.1142857,0.08333333,0,0.1818182,0
0.5172414,0,0,0.4090909,0.5049505,0,1.589744,0,2,0,0,0,0,1.065217,0
0.5961538,0,0.4545455,4.392857,0.6862745,5.132075,0,0.9264706,1.6,0,0,0.3709677,0.06521739,2.086957,0
0.5961538,0,0.4545455,4.392857,0.6862745,5.132075,2.45,0.9264706,1.6,0,0,0.3709677,0.3333333,2.086957,0.2110553
0,0,0.4545455,4.392857,0.6862745,5.132075,0,0.9264706,2,0,0,0,0,0,0
0,0,0.4545455,4,1.282051,0.5517241,0,0,3,0,0,0,0,1.8,0.4032258
0.2173913,0,0.4545455,1.621622,0.3571429,1.393443,0,0,2.8,0,0,0,0,0,0
0.04347826,0,0,4.068966,4.666667,1.44086,0,0.2333333,1.631579,0.1842105,0,0.3037975,0.1558442,5.387097,1.276423
0.9473684,0.1794872,0,0.173913,0,0,0,0,0,0,0,0,0,0,0
1.777778,0,0,5.625,0.3214286,4.785714,0.8,0.32,0,0,0,0.2962963,0,0,2.903226
0.6666667,0,0,1.727273,0,2.395833,0,5.076923,2.583333,0,0,0.3,0,1.28125,1.891892
1.623377,0,0,1.727273,0,2.395833,0.4042553,5.076923,0.7826087,0,0,0,0,0.3902439,0
0,0,0,1.727273,0,2.395833,0.05797101,5.076923,3.464286,0,0,0,0,0,0
0,0,0,3.225806,0,5.115385,0,0,4.290323,0,0,0,0,5.15625,0
0.8114754,0,0,4.044444,2.014085,3.288889,0,0.1851852,2.146341,0,0,3.673077,0,1.939759,0
0,0,0,0.9268293,0.02325581,0.11,0,0,1.15,0,0,0,0,0,0
0,0,0,3,3,0.07142857,0,0,1.055556,0,0,0,0,0.4528302,0
0,0,0,3,3,0.07142857,0,0,1.055556,0,0,0,0,0.4528302,0
0,0,0,3,3,0.07142857,0,0,1.055556,0,0,0,0,0.4528302,0
0,0,0,3,3,0.07142857,0,5,1.055556,0,0,0,0,0.4528302,0
0,0,0,3,3,0.07142857,0,5,2,0,0,0,0,0,1
0.2727273,0,0,1,0.902439,0.6349206,0.5,0.2413793,2,0,0,0,0,0,0
0.4594595,0,0,2.818182,2,2.571429,0,0.5483871,1.344828,0,0,0.2307692,0,0.4126984,0
0.4594595,0,0,0,0,0,0,1.454545,1.354839,0,0,0,0,0.4418605,0
0.4594595,0,0,3.897436,0.2,1.592593,0,0.1666667,1.055556,0,0,0,0,0,0
0.4594595,0,0,3.897436,0.2,1.592593,0,0.1666667,1.055556,0,0,0,0,0,0
0,0,0,0.1333333,0.075,0,0,0.7272727,0,0,0,0,0,0,0
0.1,0,1.77551,3.086957,0.09917355,0,0,0.4210526,2.217391,1.371429,0,4.833333,0,1.933333,0
0.1,0,1.77551,0,0,0,0,0,2.217391,1.371429,0,4.833333,0,1.933333,0
0,0,1.77551,0,0,0,0,0,2.217391,1.371429,0,0,0,1.933333,0
0,0,1.77551,0,0,0,0,0.09090909,2.217391,0.09090909,0,0,0,1.933333,0
0,0,0,0,0,0,0,2.333333,0.2368421,4.584615,0,0,0,0,0
0,0,0,0,0,0,0,2.333333,0.2368421,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0.2368421,0,0,3.875,0,0,0
0,0,0,0,0,0,0,0,0.2368421,3.9375,0,0,0,0,0
0,0,0,0,0,0,0,0,0.2368421,3.9375,0,0,0,0,0
0,0,0,0,0.07317073,0,0,0.1111111,0,0.1518987,0,0,0,0,0
0,0,0,0.6046512,0.1428571,1.102564,0,3.52,0,0,0,0,0,0,0.1590909
0,0,0,2.459459,0,1.539326,0,2.48,0,0,0,0,0,0,0.1590909
0,0,0,2.459459,0.07407407,0,0,0,0,2.692308,0,1.147059,0,0,0
0,0,0,2.459459,0.07407407,0,0,0.8571429,0.2941176,0,0,0,0,0,0
0,0,0,0,0.07407407,0,0,0.8571429,0.1290323,0,0,0,0,0,0
0.2962963,0,0,0,0.07407407,0,0,0.8571429,0.1290323,0,0,0,0,0,0
0.2962963,0,3.111111,0,1,0.1764706,4,0.45,0.1290323,0,0,0,0,0,0
0.2258065,0,3.111111,0,0.06666667,0,0,2.714286,0.1290323,0.2777778,0,0,0,0,0
0.2258065,0,0,0,0,0,1.052632,0,0.1290323,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0.1290323,0,0,0,0,0,0
0,0,0,0.3333333,0.1864407,0,0,0,0,0,0,0,0,0.05,0
0,0,0,0.3333333,0.1864407,0,0,0,0,0,0,0,0,0.05,0
0,0,0,0.3333333,0.1864407,0,0,1.8,0,0,0,0,0,0.05,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,0
0,0,0,0,0,0,0,0.173913,0,0,0,0,0,0.05,0
